track,bpm,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,result_name,key,mode,instrumentalness,speechiness,join
Love Regenerator - CP-1.mp3,127.995,0.102309152,0.029240531,0.059004383,0.081703408,0.013671747,0.097991758,0.031464643,0.010270164,0.054229084,0.250278014,0.229606855,0.040230261,CP-1 [edit],10,0,0.147,0.0553,1
The xx - Lips (Edu Imbernon Remix).mp3,115.991,0.015285471,0.048093311,0.026896037,0.20696634,0.007083511,0.005219429,0.021942906,0.006817213,0.38724968,0.075095867,0.065296123,0.134054112,Lips (Edu Imbernon Remix),6,0,0.76,0.0791,1
Sacha Robotti - Low Key Goddess.mp3,124.016,0.017515427,0.029358599,0.264414386,0.03291155,0.012341831,0.038833136,0.012653494,0.078601259,0.160132145,0.219721997,0.094870037,0.038646139,Low Key Goddess,7,0,0.871,0.0417,1
Four Tet - Only Human.mp3,126.999,0.05870021,0.126614987,0.047340451,0.02242699,0.022622008,0.123104676,0.043440105,0.016381454,0.117156648,0.089074155,0.200867827,0.132270489,Only Human,10,0,0.138,0.0691,1
Rihanna - Kiss It Better (Four Tet Remix).mp3,120.005,0.015978695,0.087804496,0.022558158,0.187593013,0.009790867,0.033837237,0.110832615,0.012062348,0.206234824,0.00971254,0.281272029,0.022323177,Kiss It Better - Four Tet Remix,3,0,0.000877,0.0431,1
Four Tet - Planet.mp3,126.983,0.152615971,0.0113853,0.20292311,0.006036857,0.033414531,0.098654946,0.022717645,0.112211396,0.055920356,0.253018428,0.010855751,0.040245711,Planet,0,1,0.862,0.0747,1
Bonobo - Bambro Koyo Ganda.mp3,115.518,0.052387575,0.036161335,0.014294545,0.132823366,0.029516304,0.308144027,0.017926132,0.012053778,0.169448308,0.071781796,0.133055169,0.022407665,Bambro Koyo Ganda,1,1,0.334,0.0572,1
Bad Bunny - Caro.mp3,80.0035,0.113528281,0.020945057,0.147526055,0.025903066,0.234442983,0.087119296,0.015683497,0.070322776,0.029646868,0.173429121,0.016796519,0.064656481,Caro,0,1,0.000202,0.299,1
Kaskade - Tight.mp3,124.015,0.046749722,0.015048723,0.015788824,0.098186752,0.075243617,0.105711114,0.042185765,0.041445664,0.135068459,0.09695325,0.067349204,0.260268903,Tight,1,0,0.015,0.126,1
Caribou - Can't Do Without You (Tale Of Us Remix).mp3,129.1992188,0.220166701,0.010520431,0.119993901,0.007166091,0.160703395,0.081774751,0.015501118,0.078674527,0.013468185,0.173104289,0.00335434,0.115572271,Can't Do Without You (Tale of Us & Mano Le Tough Remix),9,0,0.82,0.0368,1
Drake - Passionfruit.mp3,111.98,0.008699029,0.204815534,0.013902913,0.106796117,0.121320388,0.029902913,0.081242718,0.012737864,0.106951456,0.019339806,0.100194175,0.194097087,Passionfruit,11,1,0.085,0.0396,1
Drake - Get It Together.mp3,123.011,0.134099972,0.022628211,0.036075304,0.088008903,0.044050821,0.114253918,0.011221367,0.15756283,0.18677548,0.087174256,0.090049151,0.028099787,Get It Together,5,0,0.391,0.0514,1
T-Pain - I'm Sprung.mp3,99.991,0.17454003,0.008453506,0.092093486,0.247041273,0.023371457,0.213724515,0.019592243,0.053505719,0.051118846,0.012531079,0.071606166,0.032421681,I'm Sprung,0,0,0,0.108,1
Denzel Curry - SPEEDBOAT.mp3,120.021,0.043505477,0.127177882,0.032446531,0.086802295,0.01950965,0.145852895,0.087532603,0.025665102,0.050704225,0.080542514,0.153781951,0.146478873,SPEEDBOAT,6,1,0,0.131,1
Polo & Pan - Zoom Zoom.mp3,94.003,0.09955157,0.017713004,0.114349776,0.017713004,0.157735426,0.030044843,0.058071749,0.051793722,0.079596413,0.301008969,0.016255605,0.056165919,Zoom Zoom,7,1,0.613,0.0367,1
Schoolboy Q - 5200.mp3,127.99,0.073769593,0.025320618,0.060287186,0.056341116,0.240052614,0.083196317,0.116299463,0.072015784,0.022141839,0.059300669,0.038035734,0.153239066,5200,4,1,0,0.413,1
Getter - Something New.mp3,90.017,0.028798316,0.166953693,0.030807501,0.007558362,0.125908917,0.008802143,0.240336778,0.009567547,0.106773823,0.101033295,0.00315729,0.170302334,Something New,6,0,0.103,0.0941,1
Schoolboy Q - Numb Numb Juice.mp3,156.958,0.143630849,0.105935875,0.204939341,0.08687175,0.11135182,0.08102253,0.023613518,0.024263432,0.056325823,0.067157712,0.03812825,0.056759099,Numb Numb Juice,1,1,7.79E-05,0.367,1
Bad Bunny - Estamos Bien.mp3,119.883,0.176949682,0.007140466,0.163226598,0.021644539,0.28807319,0.030346982,0.04730559,0.095615307,0.008702443,0.113354903,0.00535535,0.042284949,Estamos Bien,9,0,4.57E-06,0.173,1
Yaeji - raingurl.mp3,128.014,0.054321229,0.083684056,0.044827249,0.0135069,0.043163355,0.126749535,0.241264559,0.046197514,0.033963003,0.087403347,0.128707057,0.096212195,raingurl,6,0,0.00353,0.0506,1
Dog Blood - BREAK LAW.mp3,107.994,0.015125073,0.041981772,0.125266628,0.034419236,0.10432422,0.088423502,0.06117898,0.034516192,0.105099864,0.248303277,0.10190033,0.039460927,BREAK LAW,2,1,0.00205,0.0373,1
SZA - The Weekend (Funk Wav Remix).mp3,101.925,0.017700311,0.125118227,0.012700986,0.222267261,0.061478179,0.020267531,0.221861911,0.026482908,0.13322524,0.013106337,0.041886232,0.103904878,The Weekend - Funk Wav Remix,11,1,0,0.0585,1
What So Not - Goh (AC Slater Remix).mp3,129.1992188,0.052965375,0.083561879,0.105330819,0.023568735,0.041738087,0.104730888,0.086818649,0.08930408,0.156324991,0.131127871,0.071906068,0.052622557,Goh - AC Slater Remix,6,1,0.92,0.062,1
Skrillex - Face My Fears.m4a,159.965,0.019232836,0.10067691,0.012356291,0.034060385,0.193510261,0.009132911,0.147201031,0.0053723,0.288814871,0.037928441,0.004512732,0.147201031,Face My Fears - English Version,1,0,0,0.0991,1
Vince Staples - So What.mp3,146.041,0.041292975,0.046524664,0.059043348,0.034566517,0.075859492,0.288303438,0.091741405,0.108183857,0.033258595,0.083893871,0.064835575,0.072496263,So What? - Episode 01,2,1,5.08E-06,0.0519,1
Skrillex - Mumbai Power.mp3,140.151,0.068835864,0.009544469,0.064642082,0.280694143,0.036297903,0.1835141,0.009544469,0.165003615,0.035285611,0.045263919,0.093564714,0.007809111,Mumbai Power,8,1,0.284,0.0464,1
M83 - Midnight City (Eric Prydz Remix).mp3,127.006,0.018384075,0.019964871,0.310948478,0.011299766,0.095199063,0.009192037,0.08559719,0.052283372,0.01352459,0.19795082,0.006791569,0.178864169,Midnight City - Eric Prydz Remix,7,1,0.0672,0.141,1
Rufus Du Sol - Innerbloom.mp3,122.015,0.039522834,0.004819858,0.164075993,0.057476804,0.001646785,0.13467486,0.005301844,0.262722416,0.017712977,0.027031369,0.273125276,0.011888983,Innerbloom,3,1,0.353,0.0371,1
Tale of Us - Cafe del Mar.mp3,124.996,0.032548508,0.031468059,0.015081259,0.066582632,0.023904921,0.55503534,0.011749876,0.03795075,0.089632197,0.015576464,0.116958538,0.003511457,Café Del Mar - Tale of Us Renaissance Remix,5,0,0.849,0.0528,1
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,123.046875,0.044440055,0.048587794,0.054661268,0.079251432,0.038712226,0.068536441,0.170600435,0.062413589,0.276367766,0.043403121,0.030910527,0.082115347,Drop It Like It's Hot,1,1,0,0.219,1
Kanye West - On Sight.mp3,102.528,0.052428338,0.036239418,0.105896332,0.022426853,0.019901975,0.114510619,0.083618001,0.060448537,0.047378583,0.074409624,0.272092678,0.110649042,On Sight,9,0,0,0.325,1
Billie Eilish - Everything I Wanted (Rauschhaus Edit).wav,123.046875,0.031542056,0.08199822,0.027202937,0.010458389,0.047897196,0.091789052,0.383622608,0.062694704,0.128838451,0.095516244,0.013684913,0.024755229,everything i wanted,6,0,0.657,0.0994,1
Kanye West - Fade.mp3,105.998,0.075803447,0.029692594,0.148579413,0.077200745,0.038542152,0.16266884,0.037494178,0.091290172,0.047857476,0.156148114,0.072077317,0.062645552,Fade,9,0,0,0.0908,1
Beyoncé - Crazy In Love.mp3,99.165,0.065114444,0.066397001,0.188831886,0.024861878,0.056235201,0.079913181,0.03265588,0.102111287,0.048638516,0.133977901,0.135260458,0.066002368,Crazy In Love (feat. Jay-Z),2,0,0,0.226,1
Hannah Wants  - Rhymes.mp3,125.989,0.093559565,0.041821006,0.164177321,0.031544987,0.057712988,0.231748118,0.054905007,0.020372804,0.063209463,0.149121759,0.066196678,0.025630302,Rhymes,5,1,0.00315,0.0766,1
Beyoncé - Drunk in Love.mp3,140.03,0.215531472,0.067106869,0.023469461,0.077944448,0.026627431,0.135505634,0.035598938,0.056699921,0.085767602,0.048230819,0.1217254,0.105792005,Drunk in Love (feat. Jay-Z),5,0,0.00104,0.0468,1
Beyoncé - Single Ladies (Put a Ring on It).mp3,96.7185,0.085067982,0.045602214,0.057393815,0.046685116,0.147274696,0.039345446,0.103838287,0.05859704,0.119600529,0.112982794,0.025267717,0.158344363,Single Ladies (Put a Ring on It),1,1,0,0.296,1
A$AP Ferg - Work (DJZA Tech House Remix).wav,123.046875,0.095699389,0.020731783,0.067933609,0.042327389,0.031838095,0.126858765,0.030048744,0.042944407,0.156660702,0.188313692,0.153267107,0.043376319,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",1,1,0,0.142,1
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,123.046875,0.105400577,0.120516696,0.050982548,0.016559022,0.038889652,0.096056067,0.12367734,0.030094819,0.188745362,0.071732857,0.099354129,0.05799093,Poison,6,0,0.00417,0.21,1
"Daft Punk - Harder, Better, Faster, Stronger.mp3",123.475,0.04203425,0.099948106,0.034146341,0.048780488,0.17114686,0.023352361,0.232900882,0.037052413,0.076491956,0.109600415,0.030513752,0.094032174,"Harder, Better, Faster, Stronger",6,0,0.00263,0.144,1
Jamie xx - Hold Tight.mp3,125.509,0.086330249,0.167318516,0.015548984,0.144138128,0.031288753,0.111418487,0.175713059,0.014022703,0.217399599,0.004483449,0.008489936,0.023848135,Hold Tight,1,1,0.936,0.0389,1
Daft Punk - One More Time (Capital People Remix).mp3,123.046875,0.027339047,0.036688151,0.135986968,0.00779092,0.178978681,0.054394787,0.079609037,0.172320986,0.074651179,0.149373185,0.010482329,0.07238473,One More Time,2,1,0,0.133,1
Daft Punk - Aerodynamic.mp3,122.902,0.052598465,0.089027306,0.185038379,0.018434629,0.085315213,0.030262992,0.09726941,0.057568894,0.077576444,0.115515289,0.006417516,0.184975462,Aerodynamic,7,1,0.861,0.0524,1
Kanye West - Father Stretch My Hands Pt. 1.mp3,113.088,0.111150193,0.03148083,0.123109391,0.020400985,0.071579318,0.024797749,0.063489272,0.075272599,0.051002462,0.191523039,0.037460429,0.198733732,Father Stretch My Hands Pt. 1,7,1,0,0.0549,1
RL Grime - Pressure (Valentino Khan Remix).mp3,126.012,0.095797352,0.07587795,0.088658607,0.038802533,0.14611399,0.104202648,0.025906736,0.112953368,0.064939551,0.137017847,0.043638457,0.066090961,Pressure - Valentino Khan Remix,2,1,0.284,0.174,1
Dillon Francis - EDM O'CLOCK.mp3,123.046875,0.071729958,0.033599,0.024691358,0.060947023,0.055946242,0.303016096,0.126738553,0.115174246,0.049851539,0.067979372,0.039068604,0.051258009,EDM O' CLOCK,1,1,0.124,0.109,1
Dillon Francis - Masta Blasta (THE REBIRTH).mp3,144.991,0.198597268,0.030269472,0.090562323,0.021779254,0.041466716,0.032484312,0.035314384,0.174357081,0.089331857,0.163775071,0.076904147,0.045158115,Masta Blasta (The Rebirth),7,1,0.119,0.414,1
Backstreet Boys - Everybody (Backstreet's Back).mp3,108.021,0.051540525,0.086334444,0.038696041,0.061377124,0.068287131,0.126493781,0.064303715,0.052841232,0.080562556,0.081294204,0.25469474,0.033574506,Everybody (Backstreet's Back) - Radio Edit,10,0,3.27E-06,0.0402,1
Backstreet Boys - I Want It That Way.mp3,99.031,0.022796684,0.129799302,0.043520942,0.042212042,0.10013089,0.012870855,0.181609948,0.014397906,0.102639616,0.166666667,0.050938045,0.132417103,I Want It That Way,6,0,0,0.0261,1
Dr Dre - The Next Episode.mp3,95.295,0.050028752,0.048447384,0.062679701,0.158855664,0.064836113,0.137435308,0.102070155,0.044422082,0.079643473,0.05333525,0.126509488,0.07173663,The Next Episode,10,0,0,0.27,1
ALICE DEEJAY - Better Off Alone.mp3,136.954,0.035457183,0.016439239,0.015364779,0.102503492,0.085741915,0.015902009,0.146341463,0.013860535,0.166756205,0.02879553,0.099817342,0.273020307,Better Off Alone (Remastered) - 1999 Original Hit Radio,8,0,0.769,0.0565,1
Galantis - Runaway (U&I).mp3,126.008,0.073914383,0.187352428,0.016322759,0.069500051,0.026485987,0.120110872,0.044656606,0.048249666,0.231393081,0.020531773,0.145364952,0.016117442,Runaway (U & I),1,1,0.00193,0.0469,1
Gesaffelstein - Hellifornia.mp3,93.988,0.132071504,0.078023134,0.026288118,0.015983176,0.010830705,0.166561514,0.070872766,0.02891693,0.121030494,0.09873817,0.072239748,0.178443743,Hellifornia,5,1,0.288,0.0329,1
Kanye West - Runaway.mp3,86.986,0.009241596,0.105939209,0.011488406,0.13485099,0.270549833,0.027173683,0.111916571,0.017635339,0.139175039,0.092500742,0.014667854,0.06486074,Runaway,1,0,0.0021,0.0703,1
Linkin Park - In The End.mp3,105.143,0.055801403,0.087317863,0.016297895,0.124554776,0.02277388,0.236913114,0.114409066,0.026227739,0.098327037,0.038855909,0.144630329,0.033890988,In the End,3,0,0,0.0584,1
Rufus Du Sol - Brighter.mp3,117.934,0.241738268,0.023215466,0.052792465,0.07452082,0.016523463,0.238764045,0.012888301,0.04188698,0.113020489,0.039491077,0.123595506,0.02156312,Brighter,5,0,4.72E-05,0.0475,1
Shiba San - Okay.mp3,123.017,0.102155938,0.018545707,0.100687737,0.036086856,0.078355614,0.206243722,0.015300209,0.029132215,0.044123329,0.307086006,0.039564176,0.022718492,OKAY,2,1,0.866,0.0414,1
Shiba San - Show Me Show Me.mp3,122.995,0.030821223,0.031632308,0.050692802,0.10760392,0.031564718,0.088475836,0.064008111,0.386819872,0.112943562,0.040081108,0.015343021,0.040013518,"Show Me, Show Me - Original Mix",11,0,0.918,0.0586,1
Zhu - Faded.mp3,124.979,0.046884768,0.034694728,0.180141696,0.052823505,0.213794541,0.145238591,0.008230881,0.025526151,0.014377995,0.250885601,0.005834549,0.021566993,Faded,9,0,0.175,0.049,1
ODESZA - Say My Name (feat. Zyra).mp3,115.048,0.034878587,0.095275938,0.06410596,0.003620309,0.093863135,0.040264901,0.09209713,0.064635762,0.073465784,0.30013245,0.022693157,0.114966887,Say My Name (feat. Zyra),6,0,0.395,0.0479,1
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,119.996,0.162259361,0.014491221,0.259255342,0.022953247,0.034694309,0.133382695,0.021155067,0.043896763,0.014491221,0.211867992,0.075417813,0.006134969,Memories That You Call (feat. Monsoonsiren) - ODESZA & Golden Features VIP Remix,10,1,0.861,0.0315,1
Childish Gambino - This Is America (remix).mp3,124.011,0.150611209,0.026831706,0.037364496,0.049588683,0.050511263,0.309218113,0.062812332,0.06181287,0.068885984,0.135004228,0.024679019,0.022680095,This Is America (WHITTE Remix) - Remix Radio Edit,10,0,0.174,0.0559,1
Dog Blood - TURN OFF THE LIGHTS.mp3,128.027,0.059510734,0.024463305,0.061208188,0.068497254,0.096854718,0.062805791,0.034148777,0.075187219,0.140688967,0.152571143,0.0890664,0.134997504,TURN OFF THE LIGHTS,11,0,0.717,0.0594,1
Jamie xx - SeeSaw (Club Version).mp3,125.012,0.14261192,0.003021148,0.048063719,0.015311728,0.278700906,0.037558363,0.007690195,0.124759681,0.01510574,0.23853337,0.005973634,0.082669596,SeeSaw - Club Version,9,0,0.934,0.0438,1
Tchami - Missing You.mp3,126.996,0.088150396,0.076678262,0.147213382,0.044112205,0.028791355,0.073717711,0.049663237,0.09392347,0.073273629,0.144104803,0.120790467,0.059581082,Missing You (feat. AC Slater & Kaleem Taylor),8,1,0.00899,0.0564,1
Jack U - Mind (Malaa remix).mp3,123.046875,0.097772775,0.08112889,0.039478974,0.058695827,0.054997186,0.233014393,0.039076948,0.015679022,0.029428319,0.104044384,0.181394227,0.065289057,Mind (feat. Kai) - Malaa Remix,6,1,0.0197,0.0538,1
Travis Scott - goosebumps.m4a,130.049,0.073509808,0.02237669,0.04446772,0.039706723,0.145305656,0.034850505,0.047419539,0.134831461,0.072081508,0.196914873,0.04618168,0.142353837,goosebumps,7,1,0,0.0484,1
Dillon Francis - Need You.mp3,111.961,0.051833568,0.047954866,0.076046074,0.038669488,0.128702398,0.085566526,0.177480019,0.10719323,0.059120827,0.064880113,0.039139633,0.123413258,Need You,4,0,0.0545,0.196,1
The Killers - Mr. Brightside.mp3,148,0.084561514,0.327061775,0.013274799,0.070973137,0.010975227,0.124594962,0.075885858,0.03376189,0.150203826,0.012125013,0.078708059,0.017873942,Mr. Brightside,1,1,0,0.0808,1