track,bpm,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B
Kanye West - Flashing Lights.mp3,90.482,0.036953759,0.139994134,0.115553818,0.031185844,0.039300029,0.026493303,0.160132955,0.062567211,0.08407469,0.111545606,0.043014957,0.149183693
Disclosure - Holding On.mp3,124.004,0.104695806,0.050206734,0.11983166,0.012404017,0.040165387,0.318738925,0.008047844,0.036769049,0.034997047,0.131349675,0.090002953,0.052790904
Disclosure - Latch.mp3,121.986,0.14347984,0.060933527,0.025517617,0.150653832,0.028151108,0.116327643,0.020704686,0.027878678,0.176080639,0.060751907,0.133490737,0.056029786
Four Tet - Baby.mp3,127.066,0.140537219,0.026422051,0.183900983,0.066186798,0.034936798,0.138957163,0.007636938,0.100333567,0.052317416,0.175298455,0.021418539,0.052054073
Kodak Black - Patty Cake.mp3,152.094,0.023424294,0.101666264,0.050953876,0.067616518,0.181115673,0.059285197,0.122313451,0.037430572,0.151895677,0.026322144,0.014489254,0.16348708
Chrome Sparks - Wake.mp3,119.997,0.026954813,0.06459725,0.118428291,0.006051081,0.067897839,0.016031434,0.220196464,0.038506876,0.112455796,0.148369352,0.016031434,0.164479371
Beyonce - Formation.mp3,121.966,0.098816901,0.053859155,0.045183099,0.078197183,0.033014085,0.252394366,0.060957746,0.11256338,0.053859155,0.064338028,0.09543662,0.051380282
Ekali - Unfaith.mp3,132.05,0.09354479,0.0322141,0.085243464,0.012266138,0.103828522,0.053648866,0.046214843,0.084747863,0.02589518,0.198860116,0.010035931,0.253500186
Bonobo - Linked.mp3,122.041,0.022623013,0.221831207,0.012505499,0.102871866,0.00553007,0.147677999,0.144787281,0.006912587,0.023377113,0.004336077,0.301011751,0.006535537
Against All Logic - You Are Going to Love Me and Scream.mp3,124.978,0.038581423,0.058183833,0.014545958,0.248528088,0.065526079,0.053681513,0.020502875,0.028676318,0.145390317,0.068573803,0.19297638,0.064833414
The Weeknd - Blinding Lights.mp3,85.5025,0.129990715,0.013231198,0.048050139,0.171541318,0.011258124,0.332985144,0.007544104,0.131383473,0.037836583,0.010445682,0.095636026,0.010097493
The Weeknd - Snowchild.mp3,148.038,0.243095485,0.021773966,0.19577717,0.020265812,0.190215854,0.154208691,0.005278537,0.105570742,0.006786691,0.043642191,0.00235649,0.011028372
AC Slater - Fly Kicks (Wax Motif Remix).mp3,125.024,0.028435624,0.233322215,0.186374249,0.013092061,0.029102735,0.034606404,0.160023349,0.058288859,0.125250167,0.036274183,0.063792528,0.031437625
Cardi B - I Like It (Dillon Francis Remix).mp3,150.163,0.22061004,0.028595637,0.030078373,0.040775259,0.043317094,0.217115018,0.031878839,0.083245075,0.080809151,0.088434654,0.090552849,0.044588011
Disclosure - When A Fire Starts To Burn.mp3,123.948,0.073889207,0.037640128,0.106210621,0.027820964,0.043531626,0.105801489,0.069225104,0.10735619,0.127321823,0.177481385,0.042222404,0.081499059
Chris Lake - I Want You.mp3,125.008,0.101853585,0.160363228,0.054296948,0.041471635,0.155214379,0.064969107,0.079760345,0.046620483,0.106721588,0.106347126,0.038101479,0.044280097
Chris Lake - Y.O.D.O.mp3,124.023,0.074815595,0.011415525,0.067615033,0.035212504,0.04970144,0.039076221,0.012557078,0.060414471,0.05628732,0.465841236,0.07253249,0.054531085
Claptone - Cream.mp3,120.007,0.097294083,0.009812667,0.05019328,0.17151353,0.06779661,0.293428486,0.01254832,0.031638418,0.160808802,0.055664585,0.020041629,0.02925959
Drake - Nice For What.mp3,93.394,0.118087685,0.047257105,0.037343027,0.090548579,0.045825072,0.115003305,0.027539106,0.029962547,0.149261952,0.106741573,0.172615113,0.059814937
FISHER - Losing It.mp3,125,0.067864832,0.016100346,0.101844051,0.032575119,0.013853786,0.036787419,0.011420013,0.360198446,0.219133202,0.080969765,0.026022653,0.033230366
Corona - Rhythm Of The Night (Blonde Remix).mp3,123.046875,0.209917244,0.01554195,0.020520756,0.060754895,0.020588037,0.176478504,0.038417547,0.237838929,0.042252574,0.028056247,0.110542959,0.039090359
Disclosure - Omen (Jonas Rathsman Remix).mp3,124.005,0.116655337,0.018581464,0.012236574,0.217856334,0.029775663,0.293269884,0.004078858,0.035440743,0.216723317,0.008973487,0.044278269,0.00213007
Disclosure - Stimulation.mp3,128.998,0.223157284,0.063551944,0.07225769,0.044471851,0.018427162,0.039320952,0.015597795,0.064857806,0.010737086,0.174550203,0.151842716,0.12122751
Meek Mill - Going Bad.mp3,86.003,0.054625097,0.061066735,0.029373873,0.025766555,0.101520227,0.021772739,0.157820149,0.208193764,0.021386241,0.037748003,0.038392167,0.24233445
Dusky - Perth Remix.mp3,124.996,0.376674002,0.00987111,0.06362779,0.044954417,0.006098711,0.080352091,0.008236404,0.068217542,0.087771141,0.128701666,0.121911349,0.003583779
Ginuwine - Pony.mp3,142.024,0.122439564,0.131481823,0.060343237,0.027680384,0.06560251,0.030448422,0.127883373,0.032386049,0.16036169,0.043642739,0.078243218,0.11948699
FISHER - You Little Beauty.mp3,123.987,0.100554483,0.044607813,0.085726746,0.029717775,0.030776899,0.121674662,0.037816958,0.072768052,0.059560152,0.125599651,0.229331506,0.061865304
Dillon Francis - Get Low.mp3,101.033,0.050135648,0.064894194,0.047748237,0.023874118,0.113185024,0.040043407,0.037764514,0.038090071,0.075963104,0.340965817,0.119587629,0.047748237
Flume - Holdin' On.mp3,90.053,0.220718689,0.067658999,0.034731619,0.095173658,0.073071719,0.098782138,0.039693279,0.065403699,0.140881071,0.068861825,0.069914299,0.025109006
Flume - HyperParadise.mp3,145.447,0.020508827,0.122793354,0.015662859,0.141225337,0.019124264,0.03911388,0.091381101,0.019989616,0.063949463,0.124956732,0.307632399,0.033662167
Flume - Never Be Like You (Disclosure Remix).mp3,119.984,0.019690722,0.031340206,0.16628866,0.126597938,0.067113402,0.037731959,0.015773196,0.114226804,0.067731959,0.226804124,0.102474227,0.024226804
Flume - You & Me.mp3,150.13,0.19137931,0.132430213,0.02816092,0.045730706,0.027339901,0.199835796,0.011986864,0.004433498,0.046387521,0.068144499,0.19228243,0.051888342
George Fitzgerald - Burns.mp3,123.993,0.020934272,0.056769357,0.404058872,0.004296554,0.049913155,0.005484962,0.135204315,0.022031264,0.01151842,0.136392723,0.002468233,0.150927873
Gesaffelstein - Hate Or Glory.mp3,102.987,0.013024602,0.081283164,0.364367262,0.030631934,0.029184756,0.008361473,0.146647371,0.087393472,0.031677119,0.041244573,0.130728413,0.035455861
J Balvin - Mi Gente.mp3,104.959,0.066415763,0.015164932,0.089882665,0.062320124,0.191277397,0.051472216,0.155744963,0.090546823,0.0297764,0.090104051,0.024795218,0.132499447
Mr. Carmack - Pay For What.mp3,148.021,0.06863934,0.012975988,0.036866359,0.062090711,0.118360417,0.046325491,0.082342954,0.053723017,0.081372787,0.051540141,0.004123211,0.381639583
Justice - D.A.N.C.E.mp3,113.015,0.069094394,0.105989459,0.063152851,0.068615237,0.135793004,0.027407762,0.152850982,0.02798275,0.067656924,0.152180163,0.031241016,0.098035458
Justice - Genesis.mp3,117.055,0.068273886,0.044363205,0.256101176,0.041399071,0.085268254,0.119059381,0.055034088,0.054540065,0.042584725,0.151566051,0.050587887,0.031222211
Justin Martin - Don't Go (Dusky Remix).mp3,123.072,0.112537136,0.032026144,0.212358883,0.02097445,0.050980392,0.071954843,0.051693405,0.01087344,0.104991087,0.192810458,0.012655971,0.126143791
James Blake  - Limit To Your Love (Club remix).mp3,123.046875,0.065814735,0.069834413,0.026037917,0.103191745,0.011399088,0.189164867,0.02537797,0.042356611,0.197444204,0.085613151,0.16762659,0.016138709
Kendrick Lamar - HUMBLE (Skrillex Remix).mp3,150.029,0.085540921,0.048246263,0.036406689,0.050318189,0.07000148,0.106704159,0.100636377,0.08583691,0.107592127,0.077993192,0.162942134,0.06778156
Kid Cudi - Pursuit of Happiness.mp3,115.277,0.191715139,0.030105329,0.038908977,0.012262223,0.209794058,0.044804276,0.016506839,0.102971231,0.059739035,0.175129697,0.023659802,0.094403396
Major Lazer - Lean On.mp3,98.007,0.085590323,0.016302919,0.120036813,0.014856692,0.010255062,0.119116487,0.031159611,0.304102025,0.058900868,0.083749671,0.133841704,0.022087825
Malaa - Notorious.mp3,123.028,0.021487886,0.032360243,0.365465286,0.116685215,0.073110179,0.072853352,0.073538224,0.029535143,0.035099735,0.103158976,0.048454756,0.028251006
Marvin Gaye - Sexual Healing (Kygo Remix).mp3,100.987,0.220450104,0.005358381,0.040975856,0.242577066,0.020803127,0.104393873,0.013805711,0.069532875,0.104330833,0.039588981,0.127025153,0.011158041
Justin Timberlake - Cry Me a River.mp3,147.768,0.043887905,0.141166049,0.042277339,0.131663714,0.097841842,0.015622483,0.034546626,0.030117571,0.213480432,0.046947979,0.099452408,0.102995651
Drake - 0 To 100.mp3,88.309,0.046413502,0.052405063,0.045063291,0.018987342,0.091561181,0.062869198,0.133755274,0.187679325,0.055696203,0.083122363,0.077468354,0.144978903
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,124.003,0.083277326,0.062931509,0.07301277,0.031282459,0.035498259,0.141931936,0.207551781,0.041730311,0.012952893,0.259668846,0.024867111,0.025294801
ODESZA - Bloom (Lane 8 Remix).mp3,124.996,0.018082664,0.125789323,0.099526406,0.012629162,0.172000574,0.081730769,0.105625718,0.022962113,0.048579219,0.232921929,0.023177382,0.056974742
ODESZA - Loyal.mp3,139.961,0.025022341,0.19772118,0.100759607,0.019660411,0.086126005,0.055741734,0.223302055,0.047028597,0.055741734,0.104557641,0.016867739,0.067470956
Porter Robinson - Easy.m4a,127.988,0.016469347,0.014886883,0.257414137,0.034403939,0.110303599,0.014183566,0.061305826,0.035693354,0.018051811,0.141952878,0.011897785,0.283436877
RL Grime - Core.mp3,149.996,0.073242475,0.034709285,0.020296107,0.06608491,0.026669281,0.537503677,0.133150309,0.044710266,0.020492205,0.020198059,0.013334641,0.009608785
RL Grime - Scylla.mp3,139.98,0.048516213,0.024662408,0.014150562,0.21015606,0.043745452,0.020781111,0.051103744,0.024581548,0.387725398,0.055874505,0.026926498,0.091776502
RL Grime - Tell Me.mp3,140.051,0.158242484,0.011562603,0.019573835,0.256854972,0.015113974,0.263627354,0.043359762,0.051123224,0.058638916,0.037578461,0.068219359,0.016105055
Rufus Du Sol - Underwater (Adam Port Remix).mp3,118.016,0.060107064,0.085709298,0.188991039,0.03112999,0.091993483,0.021994647,0.118759455,0.027289654,0.086349354,0.203712324,0.007389736,0.076573956
Seven Lions - Strangers.mp3,129.967,0.152143133,0.014931137,0.042090359,0.136053546,0.010812202,0.072660574,0.008624019,0.156841292,0.135088171,0.086626335,0.165980178,0.018149054
Flume - The Difference.mp3,159.96,0.130721162,0.140685695,0.02600912,0.130721162,0.020942408,0.20790407,0.042560378,0.035804763,0.081742949,0.022293531,0.137307887,0.023306874
Tchami - Prophecy.mp3,125.008,0.07214947,0.163816832,0.026023855,0.017015598,0.07223288,0.055384102,0.21277838,0.041204437,0.0962549,0.136875469,0.051797481,0.054466594
Travis Scott - SICKO MODE.mp3,155.008,0.077562532,0.044385066,0.08661768,0.071550508,0.04980331,0.096192385,0.086766125,0.045646849,0.110443108,0.155941513,0.131151191,0.043939731
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,123.046875,0.121068473,0.075018811,0.06523702,0.081640331,0.144544771,0.099473288,0.090744921,0.050714823,0.047780286,0.110383747,0.043942814,0.069450715
Justin Bieber - Yummy (Dance remix).wav,123.046875,0.073600253,0.037826739,0.059385612,0.05883282,0.054963279,0.06917792,0.02763958,0.178946537,0.043038774,0.3458896,0.016978599,0.033720287
Zhu - Exhale.mp3,139.985,0.083111996,0.226538291,0.109119079,0.049800797,0.094732182,0.008410801,0.068946436,0.024457725,0.194887118,0.01980965,0.010956175,0.109229748
Zhu - My Life (Kyle Watson Remix).mp3,123.018,0.184494868,0.02221772,0.065167477,0.073136143,0.03552134,0.151269584,0.044097785,0.079416532,0.146812534,0.124189627,0.042206915,0.031469476
The xx - Tides (Dixon Remix).mp3,121.998,0.093280709,0.017038891,0.043271082,0.014295341,0.104976896,0.063727378,0.011648055,0.031237967,0.129765114,0.327204467,0.016076242,0.147477859
Virtual Self - Ghost Voices (Lane 8 Remix).mp3,123,0.004582251,0.004124026,0.145791966,0.004047655,0.107606537,0.003971285,0.103100657,0.127081106,0.00893539,0.412402627,0.001527417,0.076829082
Bicep - Just.mp3,120.002,0.080643151,0.020004986,0.203664465,0.00754082,0.048797208,0.115729777,0.010843824,0.105820765,0.042689767,0.253583448,0.096908887,0.013772903
Hugo Massien - No Return.mp3,123.046875,0.164767977,0.081469482,0.106239548,0.026964883,0.187029682,0.042589883,0.007420569,0.062134197,0.088576505,0.037625418,0.040447324,0.154734532
Skrillex - Midnight Hour.mp3,125.978,0.152216921,0.019783545,0.11136972,0.067031305,0.102874433,0.152682416,0.017921564,0.084254626,0.041894565,0.154195275,0.062376353,0.033399278
Against All Logic - Now U Got Me Hooked.mp3,100.492,0.04273052,0.021299114,0.446884509,0.032147109,0.017859505,0.112911761,0.031088768,0.054306125,0.013361556,0.17396481,0.005754729,0.047691494
Hot Since 82 - Veins.mp3,123.999,0.095709571,0.028655246,0.038608623,0.06202525,0.232280371,0.011367803,0.03012206,0.064120698,0.130755933,0.124312431,0.041961339,0.140080675
Oliver Huntemann - Rotlicht.mp3,124.001,0.110514122,0.022921082,0.025730764,0.200128161,0.067728102,0.096909351,0.0221324,0.043278947,0.037610292,0.253512101,0.082220141,0.037314536
Love Regenerator - CP-1.mp3,127.995,0.102309152,0.029240531,0.059004383,0.081703408,0.013671747,0.097991758,0.031464643,0.010270164,0.054229084,0.250278014,0.229606855,0.040230261
The xx - Lips (Edu Imbernon Remix).mp3,115.991,0.015285471,0.048093311,0.026896037,0.20696634,0.007083511,0.005219429,0.021942906,0.006817213,0.38724968,0.075095867,0.065296123,0.134054112
Sacha Robotti - Low Key Goddess.mp3,124.016,0.017515427,0.029358599,0.264414386,0.03291155,0.012341831,0.038833136,0.012653494,0.078601259,0.160132145,0.219721997,0.094870037,0.038646139
Four Tet - Only Human.mp3,126.999,0.05870021,0.126614987,0.047340451,0.02242699,0.022622008,0.123104676,0.043440105,0.016381454,0.117156648,0.089074155,0.200867827,0.132270489
Rihanna - Kiss It Better (Four Tet Remix).mp3,120.005,0.015978695,0.087804496,0.022558158,0.187593013,0.009790867,0.033837237,0.110832615,0.012062348,0.206234824,0.00971254,0.281272029,0.022323177
Four Tet - Planet.mp3,126.983,0.152615971,0.0113853,0.20292311,0.006036857,0.033414531,0.098654946,0.022717645,0.112211396,0.055920356,0.253018428,0.010855751,0.040245711
Bonobo - Bambro Koyo Ganda.mp3,115.518,0.052387575,0.036161335,0.014294545,0.132823366,0.029516304,0.308144027,0.017926132,0.012053778,0.169448308,0.071781796,0.133055169,0.022407665
Bad Bunny - Caro.mp3,80.0035,0.113528281,0.020945057,0.147526055,0.025903066,0.234442983,0.087119296,0.015683497,0.070322776,0.029646868,0.173429121,0.016796519,0.064656481
Kaskade - Tight.mp3,124.015,0.046749722,0.015048723,0.015788824,0.098186752,0.075243617,0.105711114,0.042185765,0.041445664,0.135068459,0.09695325,0.067349204,0.260268903
Caribou - Can't Do Without You (Tale Of Us Remix).mp3,129.1992188,0.220166701,0.010520431,0.119993901,0.007166091,0.160703395,0.081774751,0.015501118,0.078674527,0.013468185,0.173104289,0.00335434,0.115572271
Drake - Passionfruit.mp3,111.98,0.008699029,0.204815534,0.013902913,0.106796117,0.121320388,0.029902913,0.081242718,0.012737864,0.106951456,0.019339806,0.100194175,0.194097087
Drake - Get It Together.mp3,123.011,0.134099972,0.022628211,0.036075304,0.088008903,0.044050821,0.114253918,0.011221367,0.15756283,0.18677548,0.087174256,0.090049151,0.028099787
T-Pain - I'm Sprung.mp3,99.991,0.17454003,0.008453506,0.092093486,0.247041273,0.023371457,0.213724515,0.019592243,0.053505719,0.051118846,0.012531079,0.071606166,0.032421681
Denzel Curry - SPEEDBOAT.mp3,120.021,0.043505477,0.127177882,0.032446531,0.086802295,0.01950965,0.145852895,0.087532603,0.025665102,0.050704225,0.080542514,0.153781951,0.146478873
Polo & Pan - Zoom Zoom.mp3,94.003,0.09955157,0.017713004,0.114349776,0.017713004,0.157735426,0.030044843,0.058071749,0.051793722,0.079596413,0.301008969,0.016255605,0.056165919
Schoolboy Q - 5200.mp3,127.99,0.073769593,0.025320618,0.060287186,0.056341116,0.240052614,0.083196317,0.116299463,0.072015784,0.022141839,0.059300669,0.038035734,0.153239066
Getter - Something New.mp3,90.017,0.028798316,0.166953693,0.030807501,0.007558362,0.125908917,0.008802143,0.240336778,0.009567547,0.106773823,0.101033295,0.00315729,0.170302334
Schoolboy Q - Numb Numb Juice.mp3,156.958,0.143630849,0.105935875,0.204939341,0.08687175,0.11135182,0.08102253,0.023613518,0.024263432,0.056325823,0.067157712,0.03812825,0.056759099
Bad Bunny - Estamos Bien.mp3,119.883,0.176949682,0.007140466,0.163226598,0.021644539,0.28807319,0.030346982,0.04730559,0.095615307,0.008702443,0.113354903,0.00535535,0.042284949
Yaeji - raingurl.mp3,128.014,0.054321229,0.083684056,0.044827249,0.0135069,0.043163355,0.126749535,0.241264559,0.046197514,0.033963003,0.087403347,0.128707057,0.096212195
Dog Blood - BREAK LAW.mp3,107.994,0.015125073,0.041981772,0.125266628,0.034419236,0.10432422,0.088423502,0.06117898,0.034516192,0.105099864,0.248303277,0.10190033,0.039460927
SZA - The Weekend (Funk Wav Remix).mp3,101.925,0.017700311,0.125118227,0.012700986,0.222267261,0.061478179,0.020267531,0.221861911,0.026482908,0.13322524,0.013106337,0.041886232,0.103904878
What So Not - Goh (AC Slater Remix).mp3,129.1992188,0.052965375,0.083561879,0.105330819,0.023568735,0.041738087,0.104730888,0.086818649,0.08930408,0.156324991,0.131127871,0.071906068,0.052622557
Skrillex - Face My Fears.m4a,159.965,0.019232836,0.10067691,0.012356291,0.034060385,0.193510261,0.009132911,0.147201031,0.0053723,0.288814871,0.037928441,0.004512732,0.147201031
Vince Staples - So What.mp3,146.041,0.041292975,0.046524664,0.059043348,0.034566517,0.075859492,0.288303438,0.091741405,0.108183857,0.033258595,0.083893871,0.064835575,0.072496263
Skrillex - Mumbai Power.mp3,140.151,0.068835864,0.009544469,0.064642082,0.280694143,0.036297903,0.1835141,0.009544469,0.165003615,0.035285611,0.045263919,0.093564714,0.007809111
M83 - Midnight City (Eric Prydz Remix).mp3,127.006,0.018384075,0.019964871,0.310948478,0.011299766,0.095199063,0.009192037,0.08559719,0.052283372,0.01352459,0.19795082,0.006791569,0.178864169
Rufus Du Sol - Innerbloom.mp3,122.015,0.039522834,0.004819858,0.164075993,0.057476804,0.001646785,0.13467486,0.005301844,0.262722416,0.017712977,0.027031369,0.273125276,0.011888983
Tale of Us - Cafe del Mar.mp3,124.996,0.032548508,0.031468059,0.015081259,0.066582632,0.023904921,0.55503534,0.011749876,0.03795075,0.089632197,0.015576464,0.116958538,0.003511457
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,123.046875,0.044440055,0.048587794,0.054661268,0.079251432,0.038712226,0.068536441,0.170600435,0.062413589,0.276367766,0.043403121,0.030910527,0.082115347
Kanye West - On Sight.mp3,102.528,0.052428338,0.036239418,0.105896332,0.022426853,0.019901975,0.114510619,0.083618001,0.060448537,0.047378583,0.074409624,0.272092678,0.110649042
Billie Eilish - Everything I Wanted (Rauschhaus Edit).wav,123.046875,0.031542056,0.08199822,0.027202937,0.010458389,0.047897196,0.091789052,0.383622608,0.062694704,0.128838451,0.095516244,0.013684913,0.024755229
Kanye West - Fade.mp3,105.998,0.075803447,0.029692594,0.148579413,0.077200745,0.038542152,0.16266884,0.037494178,0.091290172,0.047857476,0.156148114,0.072077317,0.062645552
Beyoncé - Crazy In Love.mp3,99.165,0.065114444,0.066397001,0.188831886,0.024861878,0.056235201,0.079913181,0.03265588,0.102111287,0.048638516,0.133977901,0.135260458,0.066002368
Hannah Wants  - Rhymes.mp3,125.989,0.093559565,0.041821006,0.164177321,0.031544987,0.057712988,0.231748118,0.054905007,0.020372804,0.063209463,0.149121759,0.066196678,0.025630302
Beyoncé - Drunk in Love.mp3,140.03,0.215531472,0.067106869,0.023469461,0.077944448,0.026627431,0.135505634,0.035598938,0.056699921,0.085767602,0.048230819,0.1217254,0.105792005
Beyoncé - Single Ladies (Put a Ring on It).mp3,96.7185,0.085067982,0.045602214,0.057393815,0.046685116,0.147274696,0.039345446,0.103838287,0.05859704,0.119600529,0.112982794,0.025267717,0.158344363
A$AP Ferg - Work (DJZA Tech House Remix).wav,123.046875,0.095699389,0.020731783,0.067933609,0.042327389,0.031838095,0.126858765,0.030048744,0.042944407,0.156660702,0.188313692,0.153267107,0.043376319
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,123.046875,0.105400577,0.120516696,0.050982548,0.016559022,0.038889652,0.096056067,0.12367734,0.030094819,0.188745362,0.071732857,0.099354129,0.05799093
"Daft Punk - Harder, Better, Faster, Stronger.mp3",123.475,0.04203425,0.099948106,0.034146341,0.048780488,0.17114686,0.023352361,0.232900882,0.037052413,0.076491956,0.109600415,0.030513752,0.094032174
Jamie xx - Hold Tight.mp3,125.509,0.086330249,0.167318516,0.015548984,0.144138128,0.031288753,0.111418487,0.175713059,0.014022703,0.217399599,0.004483449,0.008489936,0.023848135
Daft Punk - One More Time (Capital People Remix).mp3,123.046875,0.027339047,0.036688151,0.135986968,0.00779092,0.178978681,0.054394787,0.079609037,0.172320986,0.074651179,0.149373185,0.010482329,0.07238473
Daft Punk - Aerodynamic.mp3,122.902,0.052598465,0.089027306,0.185038379,0.018434629,0.085315213,0.030262992,0.09726941,0.057568894,0.077576444,0.115515289,0.006417516,0.184975462
Kanye West - Father Stretch My Hands Pt. 1.mp3,113.088,0.111150193,0.03148083,0.123109391,0.020400985,0.071579318,0.024797749,0.063489272,0.075272599,0.051002462,0.191523039,0.037460429,0.198733732
RL Grime - Pressure (Valentino Khan Remix).mp3,126.012,0.095797352,0.07587795,0.088658607,0.038802533,0.14611399,0.104202648,0.025906736,0.112953368,0.064939551,0.137017847,0.043638457,0.066090961
Dillon Francis - EDM O'CLOCK.mp3,123.046875,0.071729958,0.033599,0.024691358,0.060947023,0.055946242,0.303016096,0.126738553,0.115174246,0.049851539,0.067979372,0.039068604,0.051258009
Dillon Francis - Masta Blasta (THE REBIRTH).mp3,144.991,0.198597268,0.030269472,0.090562323,0.021779254,0.041466716,0.032484312,0.035314384,0.174357081,0.089331857,0.163775071,0.076904147,0.045158115
Backstreet Boys - Everybody (Backstreet's Back).mp3,108.021,0.051540525,0.086334444,0.038696041,0.061377124,0.068287131,0.126493781,0.064303715,0.052841232,0.080562556,0.081294204,0.25469474,0.033574506
Backstreet Boys - I Want It That Way.mp3,99.031,0.022796684,0.129799302,0.043520942,0.042212042,0.10013089,0.012870855,0.181609948,0.014397906,0.102639616,0.166666667,0.050938045,0.132417103
Dr Dre - The Next Episode.mp3,95.295,0.050028752,0.048447384,0.062679701,0.158855664,0.064836113,0.137435308,0.102070155,0.044422082,0.079643473,0.05333525,0.126509488,0.07173663
ALICE DEEJAY - Better Off Alone.mp3,136.954,0.035457183,0.016439239,0.015364779,0.102503492,0.085741915,0.015902009,0.146341463,0.013860535,0.166756205,0.02879553,0.099817342,0.273020307
Galantis - Runaway (U&I).mp3,126.008,0.073914383,0.187352428,0.016322759,0.069500051,0.026485987,0.120110872,0.044656606,0.048249666,0.231393081,0.020531773,0.145364952,0.016117442
Gesaffelstein - Hellifornia.mp3,93.988,0.132071504,0.078023134,0.026288118,0.015983176,0.010830705,0.166561514,0.070872766,0.02891693,0.121030494,0.09873817,0.072239748,0.178443743
Kanye West - Runaway.mp3,86.986,0.009241596,0.105939209,0.011488406,0.13485099,0.270549833,0.027173683,0.111916571,0.017635339,0.139175039,0.092500742,0.014667854,0.06486074
Linkin Park - In The End.mp3,105.143,0.055801403,0.087317863,0.016297895,0.124554776,0.02277388,0.236913114,0.114409066,0.026227739,0.098327037,0.038855909,0.144630329,0.033890988
Rufus Du Sol - Brighter.mp3,117.934,0.241738268,0.023215466,0.052792465,0.07452082,0.016523463,0.238764045,0.012888301,0.04188698,0.113020489,0.039491077,0.123595506,0.02156312
Shiba San - Okay.mp3,123.017,0.102155938,0.018545707,0.100687737,0.036086856,0.078355614,0.206243722,0.015300209,0.029132215,0.044123329,0.307086006,0.039564176,0.022718492
Shiba San - Show Me Show Me.mp3,122.995,0.030821223,0.031632308,0.050692802,0.10760392,0.031564718,0.088475836,0.064008111,0.386819872,0.112943562,0.040081108,0.015343021,0.040013518
Zhu - Faded.mp3,124.979,0.046884768,0.034694728,0.180141696,0.052823505,0.213794541,0.145238591,0.008230881,0.025526151,0.014377995,0.250885601,0.005834549,0.021566993
ODESZA - Say My Name (feat. Zyra).mp3,115.048,0.034878587,0.095275938,0.06410596,0.003620309,0.093863135,0.040264901,0.09209713,0.064635762,0.073465784,0.30013245,0.022693157,0.114966887
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,119.996,0.162259361,0.014491221,0.259255342,0.022953247,0.034694309,0.133382695,0.021155067,0.043896763,0.014491221,0.211867992,0.075417813,0.006134969
Childish Gambino - This Is America (remix).mp3,124.011,0.150611209,0.026831706,0.037364496,0.049588683,0.050511263,0.309218113,0.062812332,0.06181287,0.068885984,0.135004228,0.024679019,0.022680095
Dog Blood - TURN OFF THE LIGHTS.mp3,128.027,0.059510734,0.024463305,0.061208188,0.068497254,0.096854718,0.062805791,0.034148777,0.075187219,0.140688967,0.152571143,0.0890664,0.134997504
Jamie xx - SeeSaw (Club Version).mp3,125.012,0.14261192,0.003021148,0.048063719,0.015311728,0.278700906,0.037558363,0.007690195,0.124759681,0.01510574,0.23853337,0.005973634,0.082669596
Tchami - Missing You.mp3,126.996,0.088150396,0.076678262,0.147213382,0.044112205,0.028791355,0.073717711,0.049663237,0.09392347,0.073273629,0.144104803,0.120790467,0.059581082
Jack U - Mind (Malaa remix).mp3,123.046875,0.097772775,0.08112889,0.039478974,0.058695827,0.054997186,0.233014393,0.039076948,0.015679022,0.029428319,0.104044384,0.181394227,0.065289057
Travis Scott - goosebumps.m4a,130.049,0.073509808,0.02237669,0.04446772,0.039706723,0.145305656,0.034850505,0.047419539,0.134831461,0.072081508,0.196914873,0.04618168,0.142353837
Dillon Francis - Need You.mp3,111.961,0.051833568,0.047954866,0.076046074,0.038669488,0.128702398,0.085566526,0.177480019,0.10719323,0.059120827,0.064880113,0.039139633,0.123413258
The Killers - Mr. Brightside.mp3,148,0.084561514,0.327061775,0.013274799,0.070973137,0.010975227,0.124594962,0.075885858,0.03376189,0.150203826,0.012125013,0.078708059,0.017873942